transaction_id,date,merchant,amount,customer_name,customer_email,card_number,city,state,zip,account_id
tx_100206,2024-11-17,AMAZON,5.27,Sam Patel,sam.patel9@yahoo.com,2248183738993369,Miami,TX,48851,acct_9798
tx_100207,2024-09-07,TARGET,80.86,Alex Davis,alex.davis77@yahoo.com,5448920285248066,Portland,FL,66327,acct_9922
tx_100208,2024-11-22,COSTCO,42.32,Taylor Patel,taylor.patel55@gmail.com,5020597765589167,Austin,OR,96868,acct_2715
tx_100209,2025-04-25,STARBUCKS,2.0,Alex Garcia,alex.garcia77@gmail.com,3703046765756524,Denver,OR,62252,acct_1500
tx_100210,2024-10-22,STARBUCKS,52.15,Riley Johnson,riley.johnson87@outlook.com,2436420317081435,Denver,TX,67254,acct_5455
tx_100211,2025-01-07,TARGET,67.47,Sam Garcia,sam.garcia75@outlook.com,3999488822954891,Austin,WA,51153,acct_2079
tx_100212,2025-07-11,LYFT,64.4,Sam Kim,sam.kim18@yahoo.com,0113005135520534,Portland,OR,58019,acct_8600
tx_100213,2024-10-01,STARBUCKS,62.37,Avery Patel,avery.patel82@gmail.com,1559628530663707,Austin,OR,15375,acct_5124
tx_100214,2025-06-10,WALMART,20.82,Taylor Kim,taylor.kim28@yahoo.com,4499540491247356,Portland,OR,45647,acct_1586
tx_100215,2024-09-28,LYFT,90.53,Riley Johnson,riley.johnson80@yahoo.com,0234515273989200,Denver,OR,37977,acct_1331
tx_100216,2025-02-22,STARBUCKS,52.09,Avery Garcia,avery.garcia71@gmail.com,0930790142152147,Miami,WA,82946,acct_4174
tx_100217,2025-03-13,AMAZON,88.92,Taylor Lee,taylor.lee53@yahoo.com,6464452745551277,Portland,WA,66577,acct_2439
tx_100218,2025-03-17,COSTCO,10.42,Riley Patel,riley.patel3@gmail.com,6345489655693471,Austin,WA,12679,acct_3929
tx_100219,2025-02-20,AMAZON,15.79,Jordan Patel,jordan.patel14@outlook.com,4565407402698994,Seattle,FL,28056,acct_4339
tx_100220,2024-12-24,STARBUCKS,49.4,Ryan Davis,ryan.davis23@outlook.com,5204732000188854,Portland,FL,32903,acct_9872
tx_100221,2025-02-13,COSTCO,68.21,Taylor Smith,taylor.smith49@outlook.com,4635171523692756,Austin,TX,21757,acct_5311
tx_100222,2024-09-10,UBER,23.01,Casey Davis,casey.davis97@gmail.com,9013718953745882,Miami,TX,72787,acct_3677
tx_100223,2025-08-08,WALMART,60.72,Casey Davis,casey.davis84@gmail.com,6245187635197209,Austin,FL,35462,acct_7336
tx_100224,2025-07-01,AMAZON,17.45,Ryan Johnson,ryan.johnson76@yahoo.com,0998606853490266,Miami,CO,66668,acct_5142
tx_100225,2025-07-22,TARGET,29.33,Casey Lee,casey.lee92@yahoo.com,1979786963833208,Denver,OR,54460,acct_9614
tx_100226,2025-07-29,AMAZON,59.89,Sam Kim,sam.kim36@outlook.com,6739304511724198,Denver,TX,71069,acct_8719
tx_100227,2024-10-29,COSTCO,2.0,Avery Smith,avery.smith66@gmail.com,7631316674208024,Portland,WA,35629,acct_2330
tx_100228,2024-11-06,COSTCO,69.54,Sam Patel,sam.patel63@yahoo.com,6309061197423267,Seattle,OR,13571,acct_7518
tx_100229,2025-06-07,UBER,29.08,Ryan Smith,ryan.smith59@yahoo.com,2874715549964744,Austin,TX,98293,acct_9354
tx_100230,2025-04-20,STARBUCKS,64.1,Riley Brown,riley.brown55@yahoo.com,7473255064036890,Austin,OR,42622,acct_8051
tx_100231,2024-10-16,WALMART,38.71,Casey Garcia,casey.garcia87@outlook.com,9534481667688074,Seattle,TX,27653,acct_2914
tx_100232,2025-03-15,BESTBUY,56.56,Sam Johnson,sam.johnson97@yahoo.com,8474820307112324,Austin,FL,77501,acct_7693
tx_100233,2025-01-06,AMAZON,32.13,Avery Brown,avery.brown61@gmail.com,9812395091376044,Miami,WA,58652,acct_9964
tx_100234,2025-06-12,WALMART,49.43,Avery Davis,avery.davis65@gmail.com,2513193730356287,Denver,WA,44188,acct_7041
tx_100235,2025-02-16,TARGET,82.9,Avery Smith,avery.smith92@gmail.com,4317972394667044,Austin,OR,76445,acct_9453
tx_100236,2025-06-28,BESTBUY,51.53,Taylor Brown,taylor.brown88@outlook.com,4277692731474356,Austin,FL,70704,acct_6831
tx_100237,2024-12-16,COSTCO,37.79,Alex Johnson,alex.johnson16@gmail.com,8529254248268938,Seattle,CO,25877,acct_1392
tx_100238,2025-05-03,TARGET,12.56,Sam Brown,sam.brown47@yahoo.com,9976627191358866,Miami,OR,35132,acct_4681
tx_100239,2025-06-27,WALMART,55.76,Taylor Patel,taylor.patel18@gmail.com,9142687687783663,Portland,TX,15355,acct_1973
tx_100240,2024-10-27,UBER,30.0,Sam Kim,sam.kim23@yahoo.com,7732125397102568,Portland,WA,26681,acct_1064
tx_100241,2025-04-02,TARGET,120.99,Ryan Johnson,ryan.johnson64@yahoo.com,5282668321103174,Austin,CO,21811,acct_6555
tx_100242,2025-07-25,COSTCO,26.03,Jordan Garcia,jordan.garcia69@yahoo.com,4096661563351504,Austin,TX,73677,acct_9289
tx_100243,2025-05-18,STARBUCKS,27.88,Ryan Davis,ryan.davis73@outlook.com,9105336374047259,Austin,FL,40723,acct_7551
tx_100244,2024-10-05,BESTBUY,62.6,Riley Lee,riley.lee60@gmail.com,0298750905306538,Austin,OR,36139,acct_3213
tx_100245,2025-07-29,STARBUCKS,92.03,Ryan Garcia,ryan.garcia50@yahoo.com,0035233088481356,Austin,TX,14704,acct_4119
tx_100246,2025-06-13,STARBUCKS,60.6,Taylor Kim,taylor.kim37@yahoo.com,4329379693119433,Miami,WA,39598,acct_5961
tx_100247,2025-05-26,UBER,40.49,Jordan Patel,jordan.patel32@gmail.com,5112719653640888,Seattle,WA,45482,acct_1938
tx_100248,2025-02-28,WALMART,67.63,Alex Davis,alex.davis1@gmail.com,1764903842224106,Seattle,FL,64857,acct_6005
tx_100249,2025-06-26,STARBUCKS,63.25,Sam Garcia,sam.garcia7@yahoo.com,5811533317843179,Austin,OR,38389,acct_2716
